DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
Immune response to smallpox vaccine (IL-6)	rs359965	22542470	rs359965_TC21	0
Type 2 diabetes	rs35913461	30297969	rs35913461_TC21	0
Inflammatory markers and poor diet (confirmatory factor analysis Factor 30)	rs35913461	38965376	rs35913461_TC21	0
Resistance to COVID-19 infection (Exposed negative vs positive)	rs357652	36662838	rs357652_TC21	0
Inflammatory bowel disease	rs35730213	26192919	rs35730213_TC21	0
Ulcerative colitis	rs35730213	37156999	rs35730213_TC21	0
Inflammatory bowel disease	rs35730213	37156999	rs35730213_TC21	0
Crohn's disease	rs35730213	37156999	rs35730213_TC21	0
Type 2 diabetes	rs35668226	26818947	rs35668226_TC21	0
Biliary atresia	rs356287	30102696	rs356287_TC21	0
Height	rs11958779	20881960	rs11958779_BO21	0
Adverse response to chemotherapy (neutropenia/leucopenia) (cisplatin)	rs11944965	23648065	rs11944965_TC21	0
Alcohol dependence	rs11933661	24277619	rs11933661_TC21	0
Disc degeneration (lumbar)	rs11918654	22993228	rs11918654_TC21	0
Lumbar spine bone mineral density	rs11898505	29499414	rs11898505_TC21	0
Total body bone mineral density	rs11898505	29304378	rs11898505_TC21	0
Bone ultrasound measurement (velocity of sound)	rs11898505	28472463	rs11898505_TC21	0
Bone ultrasound measurement (broadband ultrasound attenuation)	rs11898505	28472463	rs11898505_TC21	0
Bone ultrasound measurement (broadband ultrasound attenuation)	rs11898505	28472463	rs11898505_TC21	0
Bone mineral density (spine)	rs11898505	19801982	rs11898505_TC21	0
Bone mineral density (spine)	rs11898505	18445777	rs11898505_TC21	0
Bone mineral density (spine)	rs11898505	19079262	rs11898505_TC21	0
Bone properties (heel)	rs11898505	24430505	rs11898505_TC21	0
Bone properties (heel)	rs11898505	24430505	rs11898505_TC21	0
Bone stiffness index	rs11898505	36329257	rs11898505_TC21	0
Height	rs11898505	36224396	rs11898505_TC21	0
Heel bone mineral density	rs11898505	30048462	rs11898505_TC21	0
Serum alkaline phosphatase levels	rs11898505	33462484	rs11898505_TC21	0
Eosinophil counts	rs11895564	30595370	rs11895564_TC21	0
CD84/ITGA6 protein level ratio	rs11895564	38412862	rs11895564_TC21	0
ITGA6/STX8 protein level ratio	rs11895564	38412862	rs11895564_TC21	0
ITGA6/THPO protein level ratio	rs11895564	38412862	rs11895564_TC21	0
Eosinophil counts	rs11895564	35935937	rs11895564_TC21	0
Mean platelet volume	rs11893307	27863252	rs11893307_TC21	0
Body mass index	rs11892323	31669095	rs11892323_TC21	0
Insomnia	rs11892323	35835914	rs11892323_TC21	0
Alzheimer's disease	rs11889338	22159054	rs11889338_TC21	0
Obesity-related traits	rs11887277	23251661	rs11887277_TC21	0
Body mass index	rs11886864	31669095	rs11886864_TC21	0
Urinary metabolites (H-NMR features)	rs11884776	24586186	rs11884776_BO21	0
Estradiol levels	rs11880316	22675492	rs11880316_BC21	0
Heart failure	rs11880198	20445134	rs11880198_TC21	0
Response to antipsychotic treatment	rs1187614	20195266	rs1187614_TO21	0
High density lipoprotein cholesterol levels	rs11869286	29507422	rs11869286_BC21	0
High density lipoprotein cholesterol levels	rs11869286	29507422	rs11869286_BC21	0
HDL cholesterol levels	rs11869286	30926973	rs11869286_BC21	0
HDL cholesterol x physical activity interaction (2df test)	rs11869286	30670697	rs11869286_BC21	0
HDL cholesterol	rs11869286	20686565	rs11869286_BC21	0
HDL cholesterol	rs11869286	24097068	rs11869286_BC21	0
Left ventricular end diastolic mass	rs11869286	37126556	rs11869286_BC21	0
Cholesterol levels in large HDL	rs11869286	35213538	rs11869286_BC21	0
Cholesteryl ester levels in large HDL	rs11869286	35213538	rs11869286_BC21	0
Phospholipid levels in large HDL	rs11869286	35213538	rs11869286_BC21	0
Total lipid levels in large HDL	rs11869286	35213538	rs11869286_BC21	0
Concentration of large HDL particles	rs11869286	35213538	rs11869286_BC21	0
Average diameter for HDL particles	rs11869286	35213538	rs11869286_BC21	0
Free cholesterol levels in large HDL	rs11869286	35213538	rs11869286_BC21	0
Cholesteryl ester levels in very large HDL	rs11869286	35213538	rs11869286_BC21	0
Total lipid levels in very large HDL	rs11869286	35213538	rs11869286_BC21	0
Cholesterol levels in very large HDL	rs11869286	35213538	rs11869286_BC21	0
Phospholipid levels in very large HDL	rs11869286	35213538	rs11869286_BC21	0
Systolic blood pressure	rs11868441	30595370	rs11868441_TC21	0
Renal function-related traits (BUN)	rs11868441	22797727	rs11868441_TC21	0
Pulse pressure	rs11868441	38689001	rs11868441_TC21	0
Blood urea nitrogen levels	rs11868441	36329257	rs11868441_TC21	0
Creatinine levels	rs11868441	36329257	rs11868441_TC21	0
Diastolic blood pressure	rs11868441	38689001	rs11868441_TC21	0
Cystatin C plasma levels	rs11868441	34899825	rs11868441_TC21	0
Estimated glomerular filtration rate	rs11868441	37919891	rs11868441_TC21	0
Blood urea nitrogen levels	rs11868441	37919891	rs11868441_TC21	0
Systolic blood pressure	rs11868441	38689001	rs11868441_TC21	0
Systemic lupus erythematosus	rs11860650	19838195	rs11860650_TC21	0
Systemic lupus erythematosus and Systemic sclerosis	rs11860650	23740937	rs11860650_TC21	0
Systemic lupus erythematosus	rs11860650	35167971	rs11860650_TC21	0
Life threatening arrhythmia	rs11856574	22247754	rs11856574_TC21	0
QRS duration	rs11848785	27659466	rs11848785_TC21	0
QRS duration	rs11848785	30012220	rs11848785_TC21	0
QRS duration	rs11848785	30012220	rs11848785_TC21	0
Spatial QRS-T angle	rs11848785	36918541	rs11848785_TC21	0
C-reactive protein	rs1183910	23844046	rs1183910_TC21	0
C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	rs1183910	27286809	rs1183910_TC21	0
C-reactive protein levels or total cholesterol levels (pleiotropy)	rs1183910	27286809	rs1183910_TC21	0
Alcohol-associated liver disease in light drinkers	rs1183910	34387878	rs1183910_TC21	0
Alcohol-associated liver disease in non drinkers	rs1183910	34387878	rs1183910_TC21	0
C-reactive protein	rs1183910	19567438	rs1183910_TC21	0
C-reactive protein levels	rs1183910	21300955	rs1183910_TC21	0
C-reactive protein levels	rs1183910	33339817	rs1183910_TC21	0
Gamma glutamyl transferase levels	rs1183910	33339817	rs1183910_TC21	0
C-reactive protein levels	rs1183910	31217584	rs1183910_TC21	0
CTSF/CTSV protein level ratio	rs1183910	38412862	rs1183910_TC21	0
Gamma-glutamylglutamine levels	rs1183910	36357675	rs1183910_TC21	0
Total cholesterol to total lipids ratio in small VLDL	rs1183910	38448586	rs1183910_TC21	0
Cholesteryl esters to total lipids ratio in small VLDL	rs1183910	38448586	rs1183910_TC21	0
Total cholines levels	rs1183910	38448586	rs1183910_TC21	0
Total phosphoglycerides levels	rs1183910	38448586	rs1183910_TC21	0
Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 levels	rs1183910	34648354	rs1183910_TC21	0
GGT1/IL1RL2 protein level ratio	rs1183910	38412862	rs1183910_TC21	0
AMBP/HYOU1 protein level ratio	rs1183910	38412862	rs1183910_TC21	0
C-reactive protein levels	rs1183910	29878111	rs1183910_TC21	0
Phospholipids to total lipids ratio in large VLDL	rs1183910	38448586	rs1183910_TC21	0
Triglycerides in medium LDL	rs1183910	38448586	rs1183910_TC21	0
Phosphatidylcholine and other choline levels	rs1183910	38448586	rs1183910_TC21	0
N-acetylarginine levels	rs1183910	36357675	rs1183910_TC21	0
Myopia (pathological)	rs11838472	23049088	rs11838472_TC21	0
Response to cognitive-behavioural therapy in anxiety disorder	rs11834041	26989097	rs11834041_TC21	0
Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	rs1182188	26974007	rs1182188_TC21	0
Neutrophil count	rs1182188	32888493	rs1182188_TC21	0
Height	rs1182188	19343178	rs1182188_TC21	0
Ulcerative colitis	rs1182188	26192919	rs1182188_TC21	0
Inflammatory bowel disease	rs1182188	26192919	rs1182188_TC21	0
Height	rs1182188	31217584	rs1182188_TC21	0
Height	rs1182188	35831902	rs1182188_TC21	0
Breast cancer	rs11814448	29059683	rs11814448_BC21	0
Breast cancer	rs11814448	32139696	rs11814448_BC21	0
Breast cancer	rs11814448	25751625	rs11814448_BC21	0
Breast cancer	rs11814448	25751625	rs11814448_BC21	0
Breast cancer	rs11814448	23535729	rs11814448_BC21	0
Cerebrospinal T-tau levels	rs11814298	28247064	rs11814298_TC21	0
Multiple sclerosis	rs11810217	21833088	rs11810217_TC21	0
Height	rs11809207	19343178	rs11809207_TC21	0
Epstein Barr virus nuclear antigen 1 IgG levels or multiple sclerosis	rs11808092	26819262	rs11808092_BC21	0
Hippocampal volume	rs11800726	31530798	rs11800726_TC21	0
White blood cell count	rs117948041	30595370	rs117948041_BO21	0
Menarche (age at onset)	rs11792861	25231870	rs11792861_BC21	0
Breast cancer	rs11780156	29059683	rs11780156_TC21	0
Breast cancer	rs11780156	32139696	rs11780156_TC21	0
Breast cancer	rs11780156	25751625	rs11780156_TC21	0
Breast cancer	rs11780156	25751625	rs11780156_TC21	0
Breast cancer	rs11780156	23535729	rs11780156_TC21	0
Highest math class taken	rs11780023	30038396	rs11780023_TC21	0
Educational attainment (MTAG)	rs11780023	30038396	rs11780023_TC21	0
Highest math class taken (MTAG)	rs11780023	30038396	rs11780023_TC21	0
Educational attainment (years of education)	rs11780023	30038396	rs11780023_TC21	0
Height	rs7027110	20881960	rs7027110_TC21	0
Hemoglobin concentration	rs7027110	35964923	rs7027110_TC21	0
Height	rs7027110	36224396	rs7027110_TC21	0
Abdominal aortic aneurysm	rs7025486	20622881	rs7025486_TC21	0
Myocardial infarction	rs7025486	33532862	rs7025486_TC21	0
Body mass index	rs7025486	36581621	rs7025486_TC21	0
Myocardial infarction	rs7025486	38072966	rs7025486_TC21	0
Abdominal aortic aneurysm	rs7025486	37845353	rs7025486_TC21	0
Neuroticism	rs702543	17667963	rs702543_TC21	0
Melanoma	rs7023329	28212542	rs7023329_TO21	0
Melanoma	rs7023329	19578364	rs7023329_TO21	0
Melanoma	rs7023329	21983787	rs7023329_TO21	0
Metabolic syndrome	rs7018475	39349817	rs7018475_BC21	0
Hemoglobin A1c levels	rs7018475	29403010	rs7018475_BC21	0
Type 2 diabetes	rs7018475	22293688	rs7018475_BC21	0
Glucose homeostasis traits	rs7018475	25524916	rs7018475_BC21	0
Medication use (drugs used in diabetes)	rs7018475	31015401	rs7018475_BC21	0
Glycated hemoglobin levels	rs7018475	33462484	rs7018475_BC21	0
Blood glucose levels	rs7018475	33462484	rs7018475_BC21	0
Asthma and hay fever	rs7009110	24388013	rs7009110_TC21	0
C-reactive protein levels	rs7008413	31900758	rs7008413_BC21	0
Multi-trait sex score	rs7008413	37277458	rs7008413_BC21	0
Insulin-like growth factors	rs700752	21216879	rs700752_BC21	0
Insulin-like growth factors	rs700752	21216879	rs700752_BC21	0
Collagen alpha-1(XIII) chain levels	rs700752	34648354	rs700752_BC21	0
QT interval (drug interaction)	rs7006687	23459443	rs7006687_TC21	0
Type 2 diabetes	rs7003257	25102180	rs7003257_TC21	0
Gut microbiome composition (summer)	rs6999452	26528553	rs6999452_TC21	0
Eosinophil counts	rs699664	30595370	rs699664_TC21	0
Eosinophil counts	rs699664	32888493	rs699664_TC21	0
Prostate cancer	rs699664	34594039	rs699664_TC21	0
Eosinophil counts	rs699664	34594039	rs699664_TC21	0
Basophil side fluorescence distribution width	rs699664	37596262	rs699664_TC21	0
Basophil forward scatter distribution width	rs699664	37596262	rs699664_TC21	0
White blood cell count	rs6995018	30595370	rs6995018_TC21	0
Bone mineral density (hip)	rs6993813	18445777	rs6993813_TC21	0
Bipolar disorder	rs6990255	19416921	rs6990255_TC21	0
Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	rs6990255	23453885	rs6990255_TC21	0
Long sleep duration (>=10 hours)	rs6990255	37770476	rs6990255_TC21	0
Systolic blood pressure	rs699	30578418	rs699_TC21	0
Coronary artery disease	rs699	29212778	rs699_TC21	0
Mean arterial pressure	rs699	27618448	rs699_TC21	0
Diastolic blood pressure	rs699	38689001	rs699_TC21	0
Pulse pressure	rs699	38689001	rs699_TC21	0
Systolic blood pressure	rs699	38689001	rs699_TC21	0
Systolic blood pressure	rs699	35762941	rs699_TC21	0
Diastolic blood pressure	rs699	35762941	rs699_TC21	0
Asthma (bronchodilator response)	rs6988229	23508266	rs6988229_TC21	0
Cholesterol, total	rs6987702	19060911	rs6987702_TC21	0
LDL cholesterol	rs6987702	19060911	rs6987702_TC21	0
LDL cholesterol levels x short total sleep time interaction (2df test)	rs6982502	31719535	rs6982502_BO21	0
Total cholesterol levels	rs6982502	29403010	rs6982502_BO21	0
Hypertriglyceridemia	rs6982502	27599772	rs6982502_BO21	0
Serum total protein levels	rs6982502	29403010	rs6982502_BO21	0
Coronary artery disease	rs6982502	29212778	rs6982502_BO21	0
LDL cholesterol levels	rs6982502	36142332	rs6982502_BO21	0
Body mass index (MTAG)	rs6982502	36376304	rs6982502_BO21	0
Serum total protein levels	rs6982502	34594039	rs6982502_BO21	0
Total cholesterol levels	rs6982502	34594039	rs6982502_BO21	0
tRNA (guanine-N(7)-)-methyltransferase levels	rs6982502	34648354	rs6982502_BO21	0
Inactive gamma-glutamyltranspeptidase 2 levels	rs6982502	34648354	rs6982502_BO21	0
MEGF9/MET protein level ratio	rs6982502	38412862	rs6982502_BO21	0
Total cholesterol levels	rs6982502	34887591	rs6982502_BO21	0
Glutamine levels	rs6982502	38448586	rs6982502_BO21	0
LDL cholesterol levels	rs6982502	39414775	rs6982502_BO21	0
Alkaline phosphatase levels	rs6982502	39414775	rs6982502_BO21	0
Triglyceride levels	rs6982502	39414775	rs6982502_BO21	0
Total cholesterol levels	rs6982502	39414775	rs6982502_BO21	0
Low density lipoprotein cholesterol levels	rs6982502	36329257	rs6982502_BO21	0
Low density lipoprotein cholesterol levels	rs6982502	34887591	rs6982502_BO21	0
Multi-trait sum score	rs6982502	37277458	rs6982502_BO21	0
Lung function (FVC)	rs6974322	30595370	rs6974322_BO21	0
Gestational age at birth in premature rupture of membrane-initiated deliveries (child effect)	rs6973742	27490719	rs6973742_TC21	0
OTU99_62 (Ruminococcaceae) prevalence	rs6973742	33462482	rs6973742_TC21	0
OTU97_56 (Ruminococcaceae) prevalence	rs6973742	33462482	rs6973742_TC21	0
Dental caries	rs6973392	23259602	rs6973392_TC21	0
Pancreatic cancer	rs6971499	26098869	rs6971499_TC21	0
Pancreatic cancer	rs6971499	29422604	rs6971499_TC21	0
Pancreatic cancer	rs6971499	25086665	rs6971499_TC21	0
Asthma (childhood onset)	rs6967330	24241537	rs6967330_BO21	0
Childhood asthma with severe exacerbations	rs6967330	33328473	rs6967330_BO21	0
Height	rs6967330	36224396	rs6967330_BO21	0
Response to citalopram treatment	rs6966038	19846067	rs6966038_TC21	0
Response to citalopram treatment	rs6966038	19846067	rs6966038_TC21	0
Acute lymphoblastic leukemia (childhood)	rs6964969	23512250	rs6964969_TC21	0
Breast cancer	rs6964587	29059683	rs6964587_BC21	0
Breast cancer	rs6964587	32139696	rs6964587_BC21	0
Breast cancer	rs6964587	25751625	rs6964587_BC21	0
Breast cancer	rs6964587	25751625	rs6964587_BC21	0
Information processing speed	rs6961611	21130836	rs6961611_TC21	0
Postprandial triglyceride response to high fat diet meal	rs6959964	26256467	rs6959964_TC21	0
Anger	rs6954895	24489884	rs6954895_TC21	0
N6-carbamoylthreonyladenosine levels in elite athletes	rs6954895	31882771	rs6954895_TC21	0
Multiple sclerosis	rs6952809	21833088	rs6952809_BO21	0
Body mass index	rs6939576	31669095	rs6939576_BO21	0
Hemoglobin concentration	rs6939576	35964923	rs6939576_BO21	0
Body mass index	rs6939576	39375568	rs6939576_BO21	0
Red blood cell count	rs6939340	32888493	rs6939340_TC21	0
Neuroblastoma	rs6939340	18463370	rs6939340_TC21	0
Mean arterial pressure	rs6939340	34594039	rs6939340_TC21	0
Allergic sensitization	rs6932730	23817571	rs6932730_TC21	0
Autoimmune hepatitis type-1	rs6932730	35184318	rs6932730_TC21	0
Venous thromboembolism	rs6932730	36777996	rs6932730_TC21	0
LDL cholesterol	rs693	19060910	rs693_TC21	0
LDL cholesterol levels	rs693	17463246	rs693_TC21	0
Triglycerides	rs693	18193044	rs693_TC21	0
LDL cholesterol	rs693	18193044	rs693_TC21	0
Cholesterol, total	rs693	19060911	rs693_TC21	0
LDL cholesterol	rs693	19060911	rs693_TC21	0
Triglyceride levels	rs693	31217584	rs693_TC21	0
Total cholesterol levels	rs693	31217584	rs693_TC21	0
Low density lipoprotein cholesterol levels	rs693	31217584	rs693_TC21	0
High density lipoprotein cholesterol levels	rs693	31217584	rs693_TC21	0
Triglyceride levels in LDL	rs693	35213538	rs693_TC21	0
Cholesteryl ester levels in medium LDL	rs693	35213538	rs693_TC21	0
Triglyceride levels in IDL	rs693	35213538	rs693_TC21	0
Concentration of LDL particles	rs693	35213538	rs693_TC21	0
Cholesterol levels in medium LDL	rs693	35213538	rs693_TC21	0
Total lipid levels in medium LDL	rs693	35213538	rs693_TC21	0
Concentration of medium LDL particles	rs693	35213538	rs693_TC21	0
Cholesterol levels in medium VLDL	rs693	35213538	rs693_TC21	0
Free cholesterol levels in medium VLDL	rs693	35213538	rs693_TC21	0
Phospholipid levels in medium VLDL	rs693	35213538	rs693_TC21	0
Triglyceride levels in medium LDL	rs693	35213538	rs693_TC21	0
Cholesteryl ester levels in medium VLDL	rs693	35213538	rs693_TC21	0
Concentration of medium VLDL particles	rs693	35213538	rs693_TC21	0
Remnant cholesterol (non-HDL, non-LDL -cholesterol)	rs693	35213538	rs693_TC21	0
Apolipoprotein B levels	rs693	35213538	rs693_TC21	0
Linoleic acid levels	rs693	35213538	rs693_TC21	0
Cholesteryl ester levels in small LDL	rs693	35213538	rs693_TC21	0
Free cholesterol levels in small VLDL	rs693	35213538	rs693_TC21	0
Phospholipid levels in small VLDL	rs693	35213538	rs693_TC21	0
Saturated fatty acid levels	rs693	35213538	rs693_TC21	0
Cholesteryl ester levels in VLDL	rs693	35213538	rs693_TC21	0
Cholesterol levels in small LDL	rs693	35213538	rs693_TC21	0
Cholesterol levels in small VLDL	rs693	35213538	rs693_TC21	0
Concentration of small LDL particles	rs693	35213538	rs693_TC21	0
Cholesteryl ester levels in small VLDL	rs693	35213538	rs693_TC21	0
VLDL cholesterol levels	rs693	35213538	rs693_TC21	0
Polyunsaturated fatty acid levels	rs693	35213538	rs693_TC21	0
Concentration of LDL particles (UKB data field 23429)	rs693	36764567	rs693_TC21	0
Apolipoprotein B to apolipoprotein A1 ratio (UKB data field 23441)	rs693	36764567	rs693_TC21	0
Apolipoprotein B levels (UKB data field 23439)	rs693	36764567	rs693_TC21	0
Linoleic acid levels (UKB data field 23449)	rs693	36764567	rs693_TC21	0
Cholesteryl esters in medium VLDL (UKB data field 23506)	rs693	36764567	rs693_TC21	0
Free cholesterol in medium VLDL (UKB data field 23507)	rs693	36764567	rs693_TC21	0
Cholesterol in small VLDL (UKB data field 23512)	rs693	36764567	rs693_TC21	0
Free cholesterol in small VLDL (UKB data field 23514)	rs693	36764567	rs693_TC21	0
Phospholipids in small VLDL (UKB data field 23511)	rs693	36764567	rs693_TC21	0
Cholesteryl esters in small VLDL (UKB data field 23513)	rs693	36764567	rs693_TC21	0
Concentration of medium VLDL particles (UKB data field 23502)	rs693	36764567	rs693_TC21	0
Cholesterol in medium VLDL (UKB data field 23505)	rs693	36764567	rs693_TC21	0
Phospholipids in medium VLDL (UKB data field 23504)	rs693	36764567	rs693_TC21	0
Cholesteryl esters in small LDL (UKB data field 23548)	rs693	36764567	rs693_TC21	0
Remnant cholesterol (non-HDL, non-LDL -cholesterol) levels (UKB data field 23402)	rs693	36764567	rs693_TC21	0
Concentration of small LDL particles (UKB data field 23544)	rs693	36764567	rs693_TC21	0
Total lipids in small LDL (UKB data field 23545)	rs693	36764567	rs693_TC21	0
Cholesterol in small LDL (UKB data field 23547)	rs693	36764567	rs693_TC21	0
Concentration of very small VLDL particles (UKB data field 23516)	rs693	36764567	rs693_TC21	0
Total lipids in very small VLDL (UKB data field 23517)	rs693	36764567	rs693_TC21	0
Phospholipids in very small VLDL (UKB data field 23518)	rs693	36764567	rs693_TC21	0
Free cholesterol in very small VLDL (UKB data field 23521)	rs693	36764567	rs693_TC21	0
Concentration of large LDL particles (UKB data field 23530)	rs693	36764567	rs693_TC21	0
