DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
Educational attainment	rs757436	35361970	cg25916625_BC21	22
Vascular endothelial growth factor receptor 3 levels	rs13318932	28240269	cg18622157_BC21	8
Insomnia	rs41478353	35835914	cg23582158_BC21	35
Chronic obstructive pulmonary disease-related biomarkers	rs2074488	23144326	cg09362689_BC21	8
Heel bone mineral density	rs55787537	30598549	cg25810399_BC21	33
Heel bone mineral density	rs55787537	28869591	cg25810399_BC21	33
Heel bone mineral density	rs55787537	28869591	cg25810399_BC21	33
Heel bone mineral density	rs55787537	28869591	cg25810399_BC21	33
Heel bone mineral density	rs55787537	30048462	cg25810399_BC21	33
Left-handedness	rs4550447	32989287	cg21981813_BC21	46
T1 brain MRIs Unsupervised Deep learning derived Imaging Phenotypes (dimension 7)	rs4550447	38580839	cg21981813_BC21	46
Gamma-glutamyltransferase 5 level in Chronic kidney disease with hypertension and no diabetes (21548_20)	rs73396312	35870639	cg26133397_BC21	1
Sensation seeking (measured by UPPS at 26 years)	rs71488237	39181994	cg16854901_BC21	3
Dorsolateral prefrontal thickness (unadjusted for global measures)	rs843348	36893272	cg05914177_BC21	18
Perisylvian thickness (unadjusted for global measures)	rs843348	36893272	cg05914177_BC21	18
Cortical surface area	rs35099456	34560273	cg11214424_BC21	11
Bone mineral density mean	rs35099456	37500982	cg11214424_BC21	11
Brain morphology (MOSTest)	rs35099456	35164939	cg11214424_BC21	11
Peak expiratory flow	rs35099456	36641522	cg11214424_BC21	11
Whole body fat mass (UKB data field 23100)	rs35099456	38538606	cg11214424_BC21	11
Hip circumference adjusted for BMI	rs35099456	34021172	cg11214424_BC21	11
Vertex-wise sulcal depth	rs35099456	34910505	cg11214424_BC21	11
Vertex-wise cortical surface area	rs35099456	34910505	cg11214424_BC21	11
Multi-trait sex score	rs35099456	37277458	cg11214424_BC21	11
Whole body fat free mass (UKB data field 23101)	rs35099456	38538606	cg11214424_BC21	11
AFP levels	rs1047743	36329257	cg22959167_BC21	38
LDL cholesterol	rs1047743	30275531	cg22959167_BC21	38
General cognitive ability	rs2099744	29844566	cg06933439_BC21	19
Cognitive performance (MTAG)	rs2099744	30038396	cg06933439_BC21	19
Neonatal total 25-hydroxyvitamin D levels (maternal genetic effect)	rs7837124	32047095	cg23856345_BC21	39
3-methylglutarate/2-methylglutarate levels in elite athletes	rs2422923	31882771	cg08302208_BC21	12
Blood protein levels	rs149024257	30072576	cg08279746_BC21	1
Rate of cognitive decline in Alzheimer's disease	rs45604140	32573913	cg03900807_BC21	39
Facial trait (Right eyelid peak position ratio)	rs13284165	37734486	cg06428819_BC21	34
Phosphatidylcholine-O(36:5)_[M+H]1+/Phosphatidylcholine-P(36:4)_[M+H]1+ levels	rs12878949	34503513	cg02772825_BC21	7
Sphingomyelin(44:9)_[M+H]1- levels	rs12878949	34503513	cg02772825_BC21	7
Vaginal microbiome MetaCyc pathway (PWY-7159|chlorophyllide a biosynthesis III (aerobic, light independent))	rs76149837	34282934	cg02772825_BC21	10
Proinsulin levels	rs10838687	21873549	cg16300679_BC21	46
C-reactive protein levels	rs10838687	30388399	cg16300679_BC21	46
Chronotype	rs10838687	30696823	cg16300679_BC21	46
Metabolite levels	rs6599965	23823483	cg21524529_BC21	0
Hematocrit	rs73101498	32888493	cg02123657_BC21	0
Multi-trait sum score	rs28841118	37277458	cg21371038_BC21	1
Body mass index	rs1787267	30239722	cg05335223_BC21	12
Body mass index	rs1787267	30595370	cg05335223_BC21	12
Body mass index	rs1787267	36581621	cg05335223_BC21	12
Serum alkaline phosphatase levels	rs2235501	33462484	cg16032227_BC21	20
Telomere length (principal component 1)	rs2041524	39192095	cg09956718_BC21	32
Height	rs78670122	30595370	cg06210618_BC21	24
Height	rs78670122	39134668	cg06210618_BC21	24
Bipolar disorder	rs73068042	31043756	cg26254799_BC21	3
Educational attainment (MTAG)	rs7460106	30038396	cg13256034_BC21	34
Educational attainment (years of education)	rs7460106	30038396	cg13256034_BC21	34
Severe COVID-19 infection	rs112151463	36662838	cg27752078_BC21	2
Inguinal hernia	rs9257188	34382107	cg05186072_BC21	12
Diabetic kidney disease	rs2596230	26305897	cg06277477_BC21	33
Hemoglobin A1c levels	rs375508949	34226706	cg15260090_BC21	0
Mean reticulocyte volume	rs375508949	34226706	cg15260090_BC21	0
Reticulocyte count	rs375508949	34226706	cg15260090_BC21	0
High light scatter reticulocyte count	rs375508949	34226706	cg15260090_BC21	0
Bilirubin levels	rs375508949	34226706	cg15260090_BC21	0
Mean sphered cell volume	rs375508949	34226706	cg15260090_BC21	0
Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	rs35320439	26974007	cg07471365_BC21	31
Crohn's disease	rs35320439	26192919	cg07471365_BC21	31
Spondylosis	rs62239866	33332786	cg04565218_BC21	9
Adolescent idiopathic scoliosis	rs7870976	30019117	cg14264865_BC21	38
Antipsychotic drug-induced QTc interval change in schizophrenia	rs11132911	29064910	cg02853413_BC21	0
Crohn's disease x sex interaction (2df)	rs629504	37262302	cg24677661_BC21	29
Crohn's disease	rs629504	37262302	cg24677661_BC21	29
Crohn's disease	rs629504	37262302	cg24677661_BC21	29
Nicotine dependence	rs77114337	28440896	cg06675641_BC21	25
Protein quantitative trait loci (liver)	rs11704682	32778093	cg19659046_TC21	42
Height	rs11648796	20881960	cg06594077_TC21	19
Height	rs11648796	25429064	cg06594077_TC21	19
Height	rs11648796	39134668	cg06594077_TC21	19
Epilepsy and lamotrigine-induced maculopapular eruptions	rs79007183	26220383	cg07042235_BC21	38
High density lipoprotein cholesterol levels	rs16962399	29507422	cg04304812_TC21	50
High density lipoprotein cholesterol levels	rs16962399	29507422	cg04304812_TC21	50
Long QT syndrome	rs179405	32429735	cg15930897_BC21	40
C reactive protein levels (adjusted for BMI) x vegetarianism interaction	rs16996244	38990837	cg26490267_BC21	0
Transmembrane glycoprotein NMB levels	rs77982996	34814699	cg07065523_TC21	19
Height	rs4947124	36224396	cg01464464_BC21	13
Common variable immunodeficiency	rs10499198	25891430	cg10150844_TC21	33
Atopic dermatitis	rs2041733	26482879	cg19767048_BC21	33
Atopic dermatitis	rs2041733	23727859	cg19767048_BC21	33
Allergic disease (asthma, hay fever and/or eczema) (age of onset)	rs2041733	32603359	cg19767048_BC21	33
Allergic disease (asthma, hay fever and/or eczema) (multivariate analysis)	rs2041733	32603359	cg19767048_BC21	33
Atopic dermatitis	rs2041733	34116867	cg19767048_BC21	33
Eczema	rs2041733	34785669	cg19767048_BC21	33
Atopic dermatitis	rs2041733	37794016	cg19767048_BC21	33
Atopic dermatitis	rs2041733	38663478	cg19767048_BC21	33
Non-albumin protein levels	rs73034878	33462484	cg07682153_BC21	0
Serum levels of protein DLK2	rs67861980	35078996	cg04528783_BC21	15
Protein delta homolog 2 levels	rs67861980	34648354	cg04528783_BC21	15
F_Erysipelotrichaceae abundance	rs11203446	33462482	cg00322574_BC21	32
C_Erysipelotrichia abundance	rs11203446	33462482	cg00322574_BC21	32
O_Erysipelotrichales abundance	rs11203446	33462482	cg00322574_BC21	32
Glaucoma (primary angle closure)	rs3739821	27064256	cg14284627_BC21	19
Glaucoma (primary angle closure)	rs3739821	27064256	cg14284627_BC21	19
Waist-hip index	rs10832255	34021172	cg09392680_BC21	23
Waist-to-hip ratio adjusted for BMI	rs10832255	34021172	cg09392680_BC21	23
Hip circumference adjusted for BMI	rs10832255	34021172	cg09392680_BC21	23
Human Chorionic Gonadotropin levels	rs753307	28240269	cg24684923_BC21	20
Phosphatidylethanolamine_34:2_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Cholesteryl ester_20:5_[M+NH4]1+ levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylethanolamine_36:2_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylethanolamine_36:3_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylethanolamine_38:3_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylethanolamine_38:4_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Diacylglycerol_38:3_[M+H-H2O]1+ levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylinositol_36:3_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Lysophosphatidylcholine_20:4_[M+H]1+ levels	rs198460	34503513	cg12739475_BC21	21
Fatty acid(20:4)_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Lysophosphatidylethanolamine_22:4_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylcholine_34:2_[M+OAc]1-/Phosphatidylserine_38:1_[M-H]1- levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylcholine_40:5_[M+H]1+ levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylcholine_37:4_[M+H]1+/Phosphatidylethanolamine_40:4_[M+H]1+/Phosphatidate_42:5_[M+NH4]1+ levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylcholine_38:5_[M+H]1+/Phosphatidylethanolamine_41:5_[M+H]1+/Phosphatidate_43:6_[M+NH4]1+ levels	rs198460	34503513	cg12739475_BC21	21
Phosphatidylcholine_35:3_[M+H]1+/Phosphatidylethanolamine_38:3_[M+H]1+/Phosphatidate_40:4_[M+NH4]1+ levels	rs198460	34503513	cg12739475_BC21	21
Lysophosphatidylcholine (20:4) [sn2] levels	rs198460	35668104	cg12739475_BC21	21
Phosphatidylcholine (38:5) (b) levels	rs198460	35668104	cg12739475_BC21	21
Alkenylphosphatidylcholine (P-38:5) (a) levels	rs198460	35668104	cg12739475_BC21	21
Lysophosphatidylcholine (20:4) [sn2] levels	rs198460	35668104	cg12739475_BC21	21
Eye color	rs2122005	36672889	cg20162016_BC21	28
Diastolic blood pressure	rs2053163	38689001	cg10126720_BC21	11
Diastolic blood pressure	rs2053163	33230300	cg10126720_BC21	11
Diastolic blood pressure	rs2053163	33230300	cg10126720_BC21	11
Menarche and menopause (age at onset)	rs1172822	19448621	cg16055746_BC21	11
Menopause (age at onset)	rs1172822	19448619	cg16055746_BC21	11
High density lipoprotein cholesterol levels	rs61932563	33462484	cg18284353_BC21	1
Interleukin-1 receptor-like 1 levels	rs12997015	28240269	cg06559916_BC21	15
Height	rs6906574	36224396	cg17324843_BC21	42
Resistance to COVID-19 infection (Exposed negative vs positive)	rs892964	36662838	cg22991366_BC21	25
Serum creatinine levels	rs76700116	34594039	cg04883291_BC21	26
Erythritol levels	rs766931228	36357675	cg03947051_BC21	8
Smoking cessation	rs5758466	36477530	cg13167025_BC21	1
Color vision defects (Deutan-Protan)	rs10430640	37359372	cg15341501_BC21	40
Hand eczema	rs6011058	38924601	cg25581958_BC21	0
Hand eczema (adjusted for atopic dermatitis)	rs6011058	38924601	cg25581958_BC21	0
Neutrophils and lymphocytes in blood (confirmatory factor analysis Factor 35)	rs6011058	38965376	cg25581958_BC21	0
Height	rs6011058	36224396	cg25581958_BC21	0
Chronic lymphocytic leukemia	rs9271176	28165464	cg15710545_BC21	13
Angina pectoris	rs11584234	34594039	cg01239090_BC21	26
Unstable angina pectoris	rs11584234	34594039	cg01239090_BC21	26
Highest math class taken (MTAG)	rs2251732	30038396	cg21809377_BC21	29
Height	rs2402494	36224396	cg06118101_BC21	1
Atrial fibrillation	rs2276940	36653681	cg05496192_BC21	40
Height	rs6745258	36224396	cg17993248_BC21	47
Waist-hip index	rs17516645	34021172	cg05639234_BC21	47
Waist circumference adjusted for body mass index	rs17516645	34021172	cg05639234_BC21	47
Tiglylcarnitine (C5:1-DC) levels in elite athletes	rs3733217	31882771	cg06142779_BC21	45
Iron-sulfur cluster assembly enzyme ISCU, mitochondrial levels	rs17040770	34648354	cg14419151_BC21	44
IL6 expression at 6 weeks in whole blood upon Bbmix moi30 stimulation in Lyme borreliosis	rs189277163	38714679	cg14218795_BC21	1
Glutarylcarnitine (C5) levels	rs118151646	36357675	cg20656245_BC21	48
Albumin levels	rs35921705	34321204	cg20063490_BC21	42
Calcium levels	rs725815	34594039	cg13672371_BC21	30
COVID-19 (hospitalized vs population)	rs493024	35224516	cg09248835_BC21	34
COVID-19 (hospitalized vs tested, not hospitalized)	rs493024	35224516	cg09248835_BC21	34
Triglyceride levels	rs1800234	35884923	cg26470698_BC21	47
Type 2 diabetes	rs6598475	30470734	cg20913497_BC21	17
Cytokine levels	rs6598475	31679650	cg20913497_BC21	17
Cytokine network levels (multivariate analysis)	rs6598475	31679650	cg20913497_BC21	17
Inflammatory biomarkers (multivariate analysis)	rs6598475	33110245	cg20913497_BC21	17
Bone mineral density mean	rs116852951	37500982	cg16600703_BC21	7
Monocyte count	rs3810354	32888493	cg24799962_BC21	9
Platelet distribution width	rs3810354	32888494	cg24799962_BC21	9
Platelet count	rs3810354	38116116	cg24799962_BC21	9
Protein quantitative trait loci (liver)	rs77873337	32778093	cg02039439_BC21	44
Protein quantitative trait loci (liver)	rs77873337	32778093	cg02039439_BC21	44
Type 2 diabetes (adjusted for BMI)	rs1250113	37148359	cg06099618_BC21	16
Baseline memory in normal cognition	rs146084584	37984853	cg10025064_BC21	1
Baseline memory in normal cognition	rs16929104	37984853	cg10025064_BC21	37
Baseline memory in normal cognition	rs16929104	37984853	cg10025064_BC21	37
Cognitive performance	rs9442235	19734545	cg00453602_BC21	14
Bone mineral density mean	rs77780782	37500982	cg23201770_BC21	46
Bone mineral density mean	rs78701823	37500982	cg23201770_BC21	47
Body mass index (MTAG)	rs115828485	36376304	cg04220914_BC21	13
Autoimmune thyroid disease	rs911760	32581359	cg13372316_BC21	41
Hypothyroidism	rs911760	34594039	cg13372316_BC21	41
Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	rs911760	36333501	cg13372316_BC21	41
Rheumatoid arthritis	rs911760	36333501	cg13372316_BC21	41
Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	rs911760	36333501	cg13372316_BC21	41
Hypothyroidism	rs911760	36093044	cg13372316_BC21	41
Rheumatoid arthritis	rs911760	36333501	cg13372316_BC21	41
Hypothyroidism	rs911760	39067062	cg13372316_BC21	41
Refractive error	rs943423	32231278	cg14423215_BC21	1
Corneal resistance factor (MTAG)	rs943423	35446358	cg14423215_BC21	1
Age-related eyesight deterioration (confirmatory factor analysis Factor 27)	rs943423	38965376	cg14423215_BC21	1
Physiological dysregulation (Mahalanobis distance)	rs12652543	32235003	cg07710136_BC21	28
Total protein levels x insomnia interaction	rs7395330	34343768	cg06318601_BC21	0
Fibrinogen levels	rs1012793	28107422	cg07671420_BC21	22
Fibrinogen levels	rs1012793	28107422	cg07671420_BC21	22
Total cholesterol to total lipids ratio in medium LDL	rs1012793	38448586	cg07671420_BC21	22
Total cholesterol to total lipids ratio in small LDL	rs1012793	38448586	cg07671420_BC21	22
Protein quantitative trait loci (liver)	rs1783920	32778093	cg17084501_BC21	41
Obesity-related traits	rs2292873	23251661	cg21129965_TC21	12
Eosinophil counts	rs6950125	35935937	cg04319238_BC21	25
Rheumatoid arthritis or type 1 diabetes	rs523383	37377963	cg09300060_BC21	34
Basophil count	rs1293303	32888494	cg07526799_BC21	51
Basophil percentage of white cells	rs1293303	32888494	cg07526799_BC21	51
Serum levels of protein LGMN	rs1293303	35078996	cg07526799_BC21	51
Serum levels of protein CREG1	rs1293303	35078996	cg07526799_BC21	51
Serum levels of protein GNS	rs1293303	35078996	cg07526799_BC21	51
Serum levels of protein MANBA	rs1293303	35078996	cg07526799_BC21	51
Serum levels of protein LST1	rs1293303	35078996	cg07526799_BC21	51
Serum levels of protein CCDC50	rs1293303	35078996	cg07526799_BC21	51
Protein CREG1 levels	rs1293303	34648354	cg07526799_BC21	51
Coiled-coil domain-containing protein 50 levels	rs1293303	34648354	cg07526799_BC21	51
Macrosialin levels	rs1293303	34648354	cg07526799_BC21	51
Transmembrane protein 106A levels	rs1293303	34648354	cg07526799_BC21	51
Phospholipase D3 levels	rs1293303	34648354	cg07526799_BC21	51
Metabolite levels	rs17017836	23823483	cg12090171_BC21	0
Hip circumference adjusted for BMI	rs7405640	34021172	cg08753002_BC21	24
Hand grip strength	rs1513475	29691431	cg23543422_BC21	33
Drink temperature	rs1513475	32193382	cg23543422_BC21	33
Lung function (FEV1/FVC)	rs3135877	30595370	cg06116724_BC21	35
Chronic obstructive pulmonary disease liability (machine learning-based score)	rs3135877	37069358	cg06116724_BC21	35
Lung function (FEV1/FVC)	rs3135877	36914875	cg06116724_BC21	35
Obesity-related traits	rs2005	23251661	cg09413219_BC21	19
Schizophrenia	rs7523273	25056061	cg01885440_BC21	1
Schizophrenia	rs7523273	31268507	cg01885440_BC21	1
Schizophrenia	rs7523273	28991256	cg01885440_BC21	1
Schizophrenia	rs7523273	26198764	cg01885440_BC21	1
Schizophrenia	rs7523273	30285260	cg01885440_BC21	1
Schizophrenia	rs7523273	30285260	cg01885440_BC21	1
Apolipoprotein B levels	rs7249565	32203549	cg24119276_BC21	1
C-reactive protein	rs1169310	18439552	cg06040127_BC21	7
C-reactive protein levels	rs1169310	31217584	cg06040127_BC21	7
Systolic blood pressure	rs4926923	30595370	cg00727321_BC21	16
Diastolic blood pressure	rs4926923	30224653	cg00727321_BC21	16
Diastolic blood pressure	rs4926923	38689001	cg00727321_BC21	16
Systolic blood pressure	rs4926923	38689001	cg00727321_BC21	16
Type 2 diabetes	rs4253735	31049640	cg02448685_BC21	22
Corneal resistance factor (MTAG)	rs11908921	35446358	cg25979221_BC21	1
Hip circumference adjusted for BMI	rs72839448	34021172	cg09317106_BC21	17
Red cell distribution width	rs35233638	30595370	cg00414969_BC21	40
Bone mineral density mean	rs138678578	37500982	cg19525973_BC21	1
Vascular endothelial growth factor levels	rs2639990	26910538	cg09832634_BC21	25
COVID-19 (hospitalized vs population)	rs141676788	35224516	cg10278357_BC21	14
Lung function (FEV1/FVC)	rs6752706	30595370	cg02302209_BC21	46
Hand grip strength	rs6752706	29691431	cg02302209_BC21	46
Lung function (FEV1/FVC)	rs6752706	36914875	cg02302209_BC21	46
Height	rs4796398	36224396	cg22125963_BC21	39
Soluble urokinase plasminogen activator receptor levels	rs4251824	36194491	cg24578922_BC21	0
Urokinase plasminogen activator surface receptor levels	rs4251824	34648354	cg24578922_BC21	0
COVID-19 (hospitalized vs not hospitalized)	rs74312593	35224516	cg24206200_BC21	24
COVID-19 (hospitalized vs not hospitalized)	rs74312593	35224516	cg24206200_BC21	24
Rubella	rs79017614	28928442	cg11138780_BC21	17
Insomnia	rs12102869	35835914	cg13627599_BC21	8
Schizophrenia	rs10906984	35396580	cg20714621_BC21	4
Height (standard GWA)	rs76313965	37106081	cg12660093_BC21	41
Atopic dermatitis	rs10995251	23042114	cg15121827_BC21	0
Eosinophil counts	rs10995251	34469753	cg15121827_BC21	0
